From	To	Species	Gene Name
1451908_a_at	459152	Mus musculus	SEC14-like 1 (S. cerevisiae)
1456388_at	433815	Mus musculus	ATPase, class VI, type 11A
1454678_s_at	428546	Mus musculus	RIKEN cDNA A130022J15 gene
1451718_at	422694	Mus musculus	proteolipid protein (myelin) 1
1456155_x_at	470816	Mus musculus	fucosidase, alpha-L- 1, tissue
1450955_s_at	456105	Mus musculus	sortilin 1
1452274_at	429694	Mus musculus	zinc finger, AN1-type domain 3; similar to Zfand3 protein
1450148_at	434176	Mus musculus	mucolipin 3
1456101_at	433422	Mus musculus	RIKEN cDNA 4930403N07 gene
1452234_s_at	448579	Mus musculus	transmembrane protein 191C
1456199_x_at	479126	Mus musculus	similar to B cell antigen receptor Ig beta associated protein 1; RAN binding protein 9
