From	To	Species	Gene Name
1448622_at	Q9QXA5	Mus musculus	LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)
1448622_at	Q9D181	Mus musculus	LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)
1449557_at	Q9D033	Mus musculus	predicted gene 6505; RIKEN cDNA 1600012F09 gene
1449557_at	Q5XK20	Mus musculus	predicted gene 6505; RIKEN cDNA 1600012F09 gene
1449557_at	Q9CS38	Mus musculus	predicted gene 6505; RIKEN cDNA 1600012F09 gene
1449557_at	Q9D064	Mus musculus	predicted gene 6505; RIKEN cDNA 1600012F09 gene
1449557_at	Q9D053	Mus musculus	predicted gene 6505; RIKEN cDNA 1600012F09 gene
1449557_at	Q9DAY6	Mus musculus	predicted gene 6505; RIKEN cDNA 1600012F09 gene
1449557_at	Q8BPG2	Mus musculus	predicted gene 6505; RIKEN cDNA 1600012F09 gene
1425103_at	Q99N70	Mus musculus	angiotensin I converting enzyme (peptidyl-dipeptidase A) 2
1425103_at	Q99N71	Mus musculus	angiotensin I converting enzyme (peptidyl-dipeptidase A) 2
1425103_at	Q3UXR1	Mus musculus	angiotensin I converting enzyme (peptidyl-dipeptidase A) 2
1425103_at	Q8R0I0	Mus musculus	angiotensin I converting enzyme (peptidyl-dipeptidase A) 2
1425103_at	Q9D836	Mus musculus	angiotensin I converting enzyme (peptidyl-dipeptidase A) 2
1425103_at	Q3URC9	Mus musculus	angiotensin I converting enzyme (peptidyl-dipeptidase A) 2
1449007_at	Q62328	Mus musculus	predicted gene 7334; B-cell translocation gene 3; similar to BTG3
1449007_at	Q52L83	Mus musculus	predicted gene 7334; B-cell translocation gene 3; similar to BTG3
1449007_at	P50615	Mus musculus	predicted gene 7334; B-cell translocation gene 3; similar to BTG3
1456012_x_at	Q9CVC3	Mus musculus	ribonuclease T2B; ribonuclease T2A
1456012_x_at	Q9CQ01	Mus musculus	ribonuclease T2B; ribonuclease T2A
1456012_x_at	Q5FWA0	Mus musculus	ribonuclease T2B; ribonuclease T2A
1456012_x_at	Q3TZ24	Mus musculus	ribonuclease T2B; ribonuclease T2A
1456012_x_at	Q9D505	Mus musculus	ribonuclease T2B; ribonuclease T2A
1449204_at	Q91XA4	Mus musculus	gap junction protein, beta 5
1449204_at	Q02739	Mus musculus	gap junction protein, beta 5
1449204_at	Q542M8	Mus musculus	gap junction protein, beta 5
1418076_at	P56677	Mus musculus	suppression of tumorigenicity 14 (colon carcinoma)
1418076_at	Q543E3	Mus musculus	suppression of tumorigenicity 14 (colon carcinoma)
1421856_at	P62818	Mus musculus	S100 calcium binding protein A3
1421856_at	Q496W1	Mus musculus	S100 calcium binding protein A3
1421856_at	P56566	Mus musculus	S100 calcium binding protein A3
1436007_a_at	Q99J36	Mus musculus	THUMP domain containing 1; similar to THUMP domain containing 1
1436007_a_at	Q3U6Y3	Mus musculus	THUMP domain containing 1; similar to THUMP domain containing 1
1421151_a_at	Q60633	Mus musculus	Eph receptor A2
1421151_a_at	Q3UNI2	Mus musculus	Eph receptor A2
1421151_a_at	Q62212	Mus musculus	Eph receptor A2
1421151_a_at	Q03145	Mus musculus	Eph receptor A2
1455001_x_at	Q5M9M0	Mus musculus	similar to 60S ribosomal protein L13a (Transplantation antigen P198) (Tum-P198 antigen); ribosomal protein L13A; similar to 60S ribosomal protein L13a; predicted gene 6533
1455001_x_at	Q3TDS9	Mus musculus	similar to 60S ribosomal protein L13a (Transplantation antigen P198) (Tum-P198 antigen); ribosomal protein L13A; similar to 60S ribosomal protein L13a; predicted gene 6533
1455001_x_at	P19253	Mus musculus	similar to 60S ribosomal protein L13a (Transplantation antigen P198) (Tum-P198 antigen); ribosomal protein L13A; similar to 60S ribosomal protein L13a; predicted gene 6533
1456434_x_at	Q9JK92	Mus musculus	heat shock protein 8
1416627_at	Q9D3K4	Mus musculus	serine protease inhibitor, Kunitz type 1
1416627_at	Q99J04	Mus musculus	serine protease inhibitor, Kunitz type 1
1416627_at	Q9R097	Mus musculus	serine protease inhibitor, Kunitz type 1
1448601_s_at	P13297	Mus musculus	homeobox, msh-like 1
1448601_s_at	Q91W75	Mus musculus	homeobox, msh-like 1
1448601_s_at	Q9ERF6	Mus musculus	homeobox, msh-like 1
1452662_a_at	Q6ZWX6	Mus musculus	similar to Eukaryotic translation initiation factor 2 subunit 1 (Eukaryotic translation initiation factor 2 alpha subunit) (eIF-2-alpha) (EIF-2alpha) (EIF-2A); eukaryotic translation initiation factor 2, subunit 1 alpha; predicted gene 7459
1452662_a_at	Q3TIQ0	Mus musculus	similar to Eukaryotic translation initiation factor 2 subunit 1 (Eukaryotic translation initiation factor 2 alpha subunit) (eIF-2-alpha) (EIF-2alpha) (EIF-2A); eukaryotic translation initiation factor 2, subunit 1 alpha; predicted gene 7459
1452662_a_at	Q9CV24	Mus musculus	similar to Eukaryotic translation initiation factor 2 subunit 1 (Eukaryotic translation initiation factor 2 alpha subunit) (eIF-2-alpha) (EIF-2alpha) (EIF-2A); eukaryotic translation initiation factor 2, subunit 1 alpha; predicted gene 7459
1448354_at	A0FF38	Mus musculus	glucose-6-phosphate dehydrogenase X-linked
1448354_at	Q3TNL1	Mus musculus	glucose-6-phosphate dehydrogenase X-linked
1448354_at	Q00612	Mus musculus	glucose-6-phosphate dehydrogenase X-linked
1448354_at	A3KG36	Mus musculus	glucose-6-phosphate dehydrogenase X-linked
1448354_at	Q790Y8	Mus musculus	glucose-6-phosphate dehydrogenase X-linked
1448604_at	Q99KT8	Mus musculus	uridine-cytidine kinase 2
1448604_at	Q543C2	Mus musculus	uridine-cytidine kinase 2
1448604_at	Q99PM9	Mus musculus	uridine-cytidine kinase 2
1448604_at	Q8C476	Mus musculus	uridine-cytidine kinase 2
1427211_at	O08633	Mus musculus	keratin associated protein 8-1
1427211_at	Q3UZQ1	Mus musculus	keratin associated protein 8-1
1448470_at	Q3UEH1	Mus musculus	fructose bisphosphatase 1
1448470_at	Q9QXB2	Mus musculus	fructose bisphosphatase 1
1448470_at	Q9QXB1	Mus musculus	fructose bisphosphatase 1
1448470_at	Q9QXB0	Mus musculus	fructose bisphosphatase 1
1448470_at	Q9QXC3	Mus musculus	fructose bisphosphatase 1
1448470_at	Q9QXC2	Mus musculus	fructose bisphosphatase 1
1448470_at	Q9QXA8	Mus musculus	fructose bisphosphatase 1
1448470_at	Q9QXD6	Mus musculus	fructose bisphosphatase 1
1448470_at	Q9QXA9	Mus musculus	fructose bisphosphatase 1
1448470_at	Q9QXC4	Mus musculus	fructose bisphosphatase 1
1448470_at	Q9QXC5	Mus musculus	fructose bisphosphatase 1
1448470_at	Q9QXB3	Mus musculus	fructose bisphosphatase 1
1448470_at	Q9JHT6	Mus musculus	fructose bisphosphatase 1
1448470_at	Q9JHT7	Mus musculus	fructose bisphosphatase 1
1448470_at	Q9JHT8	Mus musculus	fructose bisphosphatase 1
1423634_at	A3KFN3	Mus musculus	gasdermin A
1423634_at	Q9EST1	Mus musculus	gasdermin A
1418449_at	Q8R3D5	Mus musculus	ladinin
1418449_at	P57016	Mus musculus	ladinin
1433478_at	Q5XJY4	Mus musculus	presenilin associated, rhomboid-like
1433478_at	Q641T5	Mus musculus	presenilin associated, rhomboid-like
1433478_at	Q3U9T5	Mus musculus	presenilin associated, rhomboid-like
1428982_at	Q571M9	Mus musculus	ATPase family, AAA domain containing 2B
1428982_at	Q8C3P6	Mus musculus	ATPase family, AAA domain containing 2B
1424030_at	Q921D9	Mus musculus	grainyhead-like 1 (Drosophila); similar to Grhl1 protein
1424030_at	Q8K5C1	Mus musculus	grainyhead-like 1 (Drosophila); similar to Grhl1 protein
1423323_at	Q8BGV3	Mus musculus	tumor-associated calcium signal transducer 2
1423323_at	Q3U261	Mus musculus	tumor-associated calcium signal transducer 2
1423323_at	O55130	Mus musculus	tumor-associated calcium signal transducer 2
1420538_at	Q3UUY8	Mus musculus	G protein-coupled receptor, family C, group 5, member D
1420538_at	Q9JIL6	Mus musculus	G protein-coupled receptor, family C, group 5, member D
1420538_at	Q8CJI0	Mus musculus	G protein-coupled receptor, family C, group 5, member D
1420538_at	Q0VEL2	Mus musculus	G protein-coupled receptor, family C, group 5, member D
1420538_at	Q8CJI1	Mus musculus	G protein-coupled receptor, family C, group 5, member D
1433928_a_at	Q5M9M0	Mus musculus	similar to 60S ribosomal protein L13a (Transplantation antigen P198) (Tum-P198 antigen); ribosomal protein L13A; similar to 60S ribosomal protein L13a; predicted gene 6533
1433928_a_at	Q3TDS9	Mus musculus	similar to 60S ribosomal protein L13a (Transplantation antigen P198) (Tum-P198 antigen); ribosomal protein L13A; similar to 60S ribosomal protein L13a; predicted gene 6533
1433928_a_at	P19253	Mus musculus	similar to 60S ribosomal protein L13a (Transplantation antigen P198) (Tum-P198 antigen); ribosomal protein L13A; similar to 60S ribosomal protein L13a; predicted gene 6533
1420728_at	Q62168	Mus musculus	keratin 32
1420728_at	Q148N4	Mus musculus	keratin 32
1428835_at	B3F3T1	Mus musculus	myosin, heavy polypeptide 14
1428835_at	Q80ZE6	Mus musculus	myosin, heavy polypeptide 14
1428835_at	Q6URW6	Mus musculus	myosin, heavy polypeptide 14
1428835_at	Q80V64	Mus musculus	myosin, heavy polypeptide 14
1428835_at	Q7TQH2	Mus musculus	myosin, heavy polypeptide 14
1452540_a_at	Q921L4	Mus musculus	similar to Hist1h2bj protein; histone cluster 1, H2bl; predicted gene, OTTMUSG00000013203; histone cluster 1, H2bj; histone cluster 1, H2bf; H2b histone family member; histone cluster 1, H2bn
1452540_a_at	Q8CBB6	Mus musculus	similar to Hist1h2bj protein; histone cluster 1, H2bl; predicted gene, OTTMUSG00000013203; histone cluster 1, H2bj; histone cluster 1, H2bf; H2b histone family member; histone cluster 1, H2bn
1452540_a_at	A0JLV3	Mus musculus	similar to Hist1h2bj protein; histone cluster 1, H2bl; predicted gene, OTTMUSG00000013203; histone cluster 1, H2bj; histone cluster 1, H2bf; H2b histone family member; histone cluster 1, H2bn
1452540_a_at	P10853	Mus musculus	similar to Hist1h2bj protein; histone cluster 1, H2bl; predicted gene, OTTMUSG00000013203; histone cluster 1, H2bj; histone cluster 1, H2bf; H2b histone family member; histone cluster 1, H2bn
1452540_a_at	Q5SZZ3	Mus musculus	similar to Hist1h2bj protein; histone cluster 1, H2bl; predicted gene, OTTMUSG00000013203; histone cluster 1, H2bj; histone cluster 1, H2bf; H2b histone family member; histone cluster 1, H2bn
1449968_s_at	Q9WTJ0	Mus musculus	acyl-CoA thioesterase 9
1449968_s_at	Q9R0X4	Mus musculus	acyl-CoA thioesterase 9
1449968_s_at	Q9WUZ8	Mus musculus	acyl-CoA thioesterase 9
1449968_s_at	Q545G7	Mus musculus	acyl-CoA thioesterase 9
1427378_at	Q99MH7	Mus musculus	keratin 75
1427378_at	B2RQH6	Mus musculus	keratin 75
1427378_at	Q8BGZ7	Mus musculus	keratin 75
1422432_at	Q3ULV8	Mus musculus	diazepam binding inhibitor
1422432_at	P31786	Mus musculus	diazepam binding inhibitor
1422432_at	Q548W7	Mus musculus	diazepam binding inhibitor
1422432_at	Q4VWZ5	Mus musculus	diazepam binding inhibitor
1448457_at	Q9R0H5	Mus musculus	keratin 71
1448457_at	Q9D0X6	Mus musculus	keratin 71
1448457_at	Q7TPF3	Mus musculus	keratin 71
1448457_at	A0JLW9	Mus musculus	keratin 71
1425452_s_at	Q9D650	Mus musculus	family with sequence similarity 84, member A
1425452_s_at	Q99K34	Mus musculus	family with sequence similarity 84, member A
1420409_at	B2RU48	Mus musculus	keratin 35
1420409_at	Q9Z2T8	Mus musculus	keratin 35
1420409_at	Q497I4	Mus musculus	keratin 35
1425559_a_at	Q9Z2F3	Mus musculus	acyl-CoA synthetase medium-chain family member 3
1425559_a_at	Q8BRY2	Mus musculus	acyl-CoA synthetase medium-chain family member 3
1425559_a_at	Q3UNX5	Mus musculus	acyl-CoA synthetase medium-chain family member 3
1425559_a_at	Q9Z2X0	Mus musculus	acyl-CoA synthetase medium-chain family member 3
1425559_a_at	Q91WI1	Mus musculus	acyl-CoA synthetase medium-chain family member 3
1438887_a_at	Q3V0Z2	Mus musculus	germ cell-less homolog 1 (Drosophila)
1438887_a_at	Q3U2J9	Mus musculus	germ cell-less homolog 1 (Drosophila)
1438887_a_at	Q9QZU0	Mus musculus	germ cell-less homolog 1 (Drosophila)
1438887_a_at	Q9QUP6	Mus musculus	germ cell-less homolog 1 (Drosophila)
1438887_a_at	Q3UID6	Mus musculus	germ cell-less homolog 1 (Drosophila)
1438887_a_at	Q9DBW5	Mus musculus	germ cell-less homolog 1 (Drosophila)
1438887_a_at	Q920G9	Mus musculus	germ cell-less homolog 1 (Drosophila)
1436613_at	Q920M4	Mus musculus	coronin 6
1436613_at	Q3TZ14	Mus musculus	coronin 6
1436613_at	Q920M3	Mus musculus	coronin 6
1436613_at	Q920M5	Mus musculus	coronin 6
1436613_at	Q5F266	Mus musculus	coronin 6
1436613_at	A1ILN2	Mus musculus	coronin 6
1436613_at	Q5F264	Mus musculus	coronin 6
1436613_at	Q5F265	Mus musculus	coronin 6
1436613_at	Q5F262	Mus musculus	coronin 6
1436613_at	Q5F263	Mus musculus	coronin 6
1423452_at	Q8BLV9	Mus musculus	serine/threonine kinase 17b (apoptosis-inducing)
1423452_at	Q923E7	Mus musculus	serine/threonine kinase 17b (apoptosis-inducing)
1423452_at	Q8BG48	Mus musculus	serine/threonine kinase 17b (apoptosis-inducing)
1423452_at	Q3TNG7	Mus musculus	serine/threonine kinase 17b (apoptosis-inducing)
1425102_a_at	Q99N70	Mus musculus	angiotensin I converting enzyme (peptidyl-dipeptidase A) 2
1425102_a_at	Q99N71	Mus musculus	angiotensin I converting enzyme (peptidyl-dipeptidase A) 2
1425102_a_at	Q3UXR1	Mus musculus	angiotensin I converting enzyme (peptidyl-dipeptidase A) 2
1425102_a_at	Q8R0I0	Mus musculus	angiotensin I converting enzyme (peptidyl-dipeptidase A) 2
1425102_a_at	Q9D836	Mus musculus	angiotensin I converting enzyme (peptidyl-dipeptidase A) 2
1425102_a_at	Q3URC9	Mus musculus	angiotensin I converting enzyme (peptidyl-dipeptidase A) 2
1449044_at	Q9D1M4	Mus musculus	eukaryotic translation elongation factor 1 epsilon 1
1449271_a_at	Q922P6	Mus musculus	heme binding protein 2
1449271_a_at	Q9WU63	Mus musculus	heme binding protein 2
1422735_at	Q9JJ18	Mus musculus	forkhead box Q1
1422735_at	O70220	Mus musculus	forkhead box Q1
1416239_at	P16460	Mus musculus	argininosuccinate synthetase 1
1416239_at	Q3UJ34	Mus musculus	argininosuccinate synthetase 1
1416239_at	Q3UEJ7	Mus musculus	argininosuccinate synthetase 1
1426091_a_at	Q1RME7	Mus musculus	wingless related MMTV integration site 10b
1426091_a_at	P70702	Mus musculus	wingless related MMTV integration site 10b
1426091_a_at	P48614	Mus musculus	wingless related MMTV integration site 10b
1426091_a_at	Q71V74	Mus musculus	wingless related MMTV integration site 10b
1426091_a_at	Q6LCS9	Mus musculus	wingless related MMTV integration site 10b
1434851_s_at	Q3TJV6	Mus musculus	crumbs homolog 3 (Drosophila)
1434851_s_at	Q8QZT4	Mus musculus	crumbs homolog 3 (Drosophila)
1449378_at	Q9Z320	Mus musculus	keratin 27
1449378_at	B2RU72	Mus musculus	keratin 27
1434025_at	Q923C0	Mus musculus	Kruppel-like factor 5
1434025_at	Q9JMI2	Mus musculus	Kruppel-like factor 5
1434025_at	Q9Z0Z7	Mus musculus	Kruppel-like factor 5
1417580_s_at	P17563	Mus musculus	selenium binding protein 1; hypothetical protein LOC100044204
1417580_s_at	Q91X87	Mus musculus	selenium binding protein 1; hypothetical protein LOC100044204
1436342_a_at	Q922Y1	Mus musculus	UBX domain protein 1
1436342_a_at	Q3UCP8	Mus musculus	UBX domain protein 1
1454048_a_at	Q8CAX0	Mus musculus	RIKEN cDNA 4931408A02 gene; similar to Protein C21orf63 homolog precursor
1454048_a_at	P58659	Mus musculus	RIKEN cDNA 4931408A02 gene; similar to Protein C21orf63 homolog precursor
1454048_a_at	B2RXT2	Mus musculus	RIKEN cDNA 4931408A02 gene; similar to Protein C21orf63 homolog precursor
1454048_a_at	A2RSZ2	Mus musculus	RIKEN cDNA 4931408A02 gene; similar to Protein C21orf63 homolog precursor
1454048_a_at	Q9D4L3	Mus musculus	RIKEN cDNA 4931408A02 gene; similar to Protein C21orf63 homolog precursor
1454048_a_at	Q497W3	Mus musculus	RIKEN cDNA 4931408A02 gene; similar to Protein C21orf63 homolog precursor
1424966_at	Q8VCR5	Mus musculus	transmembrane protein 40
1424966_at	Q4FJU9	Mus musculus	transmembrane protein 40
1424966_at	Q8C5D2	Mus musculus	transmembrane protein 40
1451835_at	Q8VH35	Mus musculus	SRY-box containing gene 21
1451835_at	Q811W0	Mus musculus	SRY-box containing gene 21
1451835_at	Q6P569	Mus musculus	SRY-box containing gene 21
1451835_at	B9EJU0	Mus musculus	SRY-box containing gene 21
1428475_at	Q3KQP9	Mus musculus	predicted gene 14535; predicted gene 12952; LLP homolog, long-term synaptic facilitation (Aplysia)
1428475_at	Q9D945	Mus musculus	predicted gene 14535; predicted gene 12952; LLP homolog, long-term synaptic facilitation (Aplysia)
1416689_at	Q3V1F5	Mus musculus	similar to tuftelin; tuftelin 1
1416689_at	O08970	Mus musculus	similar to tuftelin; tuftelin 1
1416689_at	Q3TAP8	Mus musculus	similar to tuftelin; tuftelin 1
1420575_at	Q3USP9	Mus musculus	metallothionein 3
1420575_at	P28184	Mus musculus	metallothionein 3
1423610_at	O08663	Mus musculus	methionine aminopeptidase 2
1423610_at	Q3TMZ6	Mus musculus	methionine aminopeptidase 2
1423610_at	Q3UI33	Mus musculus	methionine aminopeptidase 2
1423610_at	Q3TMN1	Mus musculus	methionine aminopeptidase 2
1423610_at	Q58E65	Mus musculus	methionine aminopeptidase 2
1449133_at	Q62266	Mus musculus	small proline-rich protein 1A
1449133_at	Q3UMN4	Mus musculus	small proline-rich protein 1A
1429321_at	Q8CGR2	Mus musculus	ring finger protein 149
1429321_at	Q3U2C5	Mus musculus	ring finger protein 149
1429321_at	Q14BF0	Mus musculus	ring finger protein 149
1416603_at	Q4VAG4	Mus musculus	similar to 60S ribosomal protein L22 (Heparin binding protein HBp15); ribosomal protein L22 pseudogene; predicted gene 6784; ribosomal protein L22
1416603_at	P41104	Mus musculus	similar to 60S ribosomal protein L22 (Heparin binding protein HBp15); ribosomal protein L22 pseudogene; predicted gene 6784; ribosomal protein L22
1416603_at	P67984	Mus musculus	similar to 60S ribosomal protein L22 (Heparin binding protein HBp15); ribosomal protein L22 pseudogene; predicted gene 6784; ribosomal protein L22
1423943_at	Q8C7S5	Mus musculus	dihydrouridine synthase 1-like (S. cerevisiae)
1423943_at	Q8C2P3	Mus musculus	dihydrouridine synthase 1-like (S. cerevisiae)
1423943_at	Q9D124	Mus musculus	dihydrouridine synthase 1-like (S. cerevisiae)
1423943_at	Q8VCN7	Mus musculus	dihydrouridine synthase 1-like (S. cerevisiae)
1432492_a_at	Q78JT3	Mus musculus	3-hydroxyanthranilate 3,4-dioxygenase
1432492_a_at	Q52L88	Mus musculus	3-hydroxyanthranilate 3,4-dioxygenase
1451531_at	Q8K399	Mus musculus	COBW domain containing 1
1451531_at	Q8VEH6	Mus musculus	COBW domain containing 1
1451531_at	Q7TSA8	Mus musculus	COBW domain containing 1
1451531_at	Q3V2Y3	Mus musculus	COBW domain containing 1
1418778_at	Q9CSE7	Mus musculus	coiled-coil domain containing 109B
1418778_at	Q3U4A9	Mus musculus	coiled-coil domain containing 109B
1418778_at	Q9D345	Mus musculus	coiled-coil domain containing 109B
1418778_at	Q810S1	Mus musculus	coiled-coil domain containing 109B
1451065_a_at	Q3UAF1	Mus musculus	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39
1451065_a_at	Q3TPL7	Mus musculus	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39
1451065_a_at	Q3UVN0	Mus musculus	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39
1451065_a_at	Q3TIE4	Mus musculus	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39
1451065_a_at	Q8VDW0	Mus musculus	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39
1451065_a_at	Q8C2C2	Mus musculus	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39
1451065_a_at	Q3UJV4	Mus musculus	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39
1451065_a_at	Q3T9L0	Mus musculus	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39
1451065_a_at	Q3U837	Mus musculus	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39
1425023_at	Q91W36	Mus musculus	ubiquitin specific peptidase 3
1425023_at	Q3TT00	Mus musculus	ubiquitin specific peptidase 3
1450131_a_at	Q80YW5	Mus musculus	B-box and SPRY domain containing
1450131_a_at	Q3TU74	Mus musculus	B-box and SPRY domain containing
1450131_a_at	Q99KV7	Mus musculus	B-box and SPRY domain containing
1450131_a_at	Q8BZF0	Mus musculus	B-box and SPRY domain containing
1450131_a_at	B2RT02	Mus musculus	B-box and SPRY domain containing
1450131_a_at	Q9ER70	Mus musculus	B-box and SPRY domain containing
1450735_at	Q9CPS7	Mus musculus	partner of NOB1 homolog (S. cerevisiae)
1434425_at	Q80VU1	Mus musculus	trichohyalin
1434425_at	Q3V203	Mus musculus	trichohyalin
1452257_at	Q8R0C8	Mus musculus	3-hydroxybutyrate dehydrogenase, type 1
1452257_at	Q80XN0	Mus musculus	3-hydroxybutyrate dehydrogenase, type 1
1452257_at	Q8BK53	Mus musculus	3-hydroxybutyrate dehydrogenase, type 1
1452257_at	Q3UJS9	Mus musculus	3-hydroxybutyrate dehydrogenase, type 1
1452257_at	A1E283	Mus musculus	3-hydroxybutyrate dehydrogenase, type 1
1452257_at	Q3UL45	Mus musculus	3-hydroxybutyrate dehydrogenase, type 1
1454240_at	Q3UUW2	Mus musculus	nuclear factor, erythroid derived 2, like 3
1454240_at	Q9D3M5	Mus musculus	nuclear factor, erythroid derived 2, like 3
1454240_at	Q3UZC1	Mus musculus	nuclear factor, erythroid derived 2, like 3
1454240_at	Q9D246	Mus musculus	nuclear factor, erythroid derived 2, like 3
1454240_at	Q9WTM4	Mus musculus	nuclear factor, erythroid derived 2, like 3
1454240_at	Q3UVS3	Mus musculus	nuclear factor, erythroid derived 2, like 3
1454240_at	Q3U5G2	Mus musculus	nuclear factor, erythroid derived 2, like 3
1421589_at	Q61765	Mus musculus	keratin 31
1421589_at	A2A5Y0	Mus musculus	keratin 31
1452732_at	Q32P05	Mus musculus	aspartic peptidase, retroviral-like 1
1452732_at	Q0VEV3	Mus musculus	aspartic peptidase, retroviral-like 1
1452732_at	Q09PK2	Mus musculus	aspartic peptidase, retroviral-like 1
1452732_at	Q9D135	Mus musculus	aspartic peptidase, retroviral-like 1
1452732_at	Q6PEP7	Mus musculus	aspartic peptidase, retroviral-like 1
1429835_at	Q9CQD7	Mus musculus	RIKEN cDNA 2310033E01 gene
1429835_at	B2RSX2	Mus musculus	RIKEN cDNA 2310033E01 gene
1429835_at	Q9D6V5	Mus musculus	RIKEN cDNA 2310033E01 gene
1418847_at	O08691	Mus musculus	arginase type II
1418847_at	Q8R1Q7	Mus musculus	arginase type II
1426941_at	Q7TMH6	Mus musculus	mucin 15
1426941_at	Q0VEM9	Mus musculus	mucin 15
1426941_at	Q8C6Z1	Mus musculus	mucin 15
1426941_at	Q505K5	Mus musculus	mucin 15
1426941_at	A2AHK7	Mus musculus	mucin 15
1426941_at	Q8CE82	Mus musculus	mucin 15
1426941_at	Q3UQC4	Mus musculus	mucin 15
1426941_at	Q14AL4	Mus musculus	mucin 15
1426941_at	Q6XYQ9	Mus musculus	mucin 15
1456014_s_at	Q6NXZ9	Mus musculus	fermitin family homolog 3 (Drosophila)
1456014_s_at	Q8K1B8	Mus musculus	fermitin family homolog 3 (Drosophila)
1456014_s_at	Q3TEE6	Mus musculus	fermitin family homolog 3 (Drosophila)
1452734_at	Q9CVC3	Mus musculus	ribonuclease T2B; ribonuclease T2A
1452734_at	Q9CQ01	Mus musculus	ribonuclease T2B; ribonuclease T2A
1452734_at	Q5FWA0	Mus musculus	ribonuclease T2B; ribonuclease T2A
1452734_at	Q3TZ24	Mus musculus	ribonuclease T2B; ribonuclease T2A
1452734_at	Q9D505	Mus musculus	ribonuclease T2B; ribonuclease T2A
1419549_at	Q3UEL0	Mus musculus	arginase, liver
1419549_at	Q61176	Mus musculus	arginase, liver
1419549_at	Q4FK78	Mus musculus	arginase, liver
1419549_at	Q8K3K5	Mus musculus	arginase, liver
1419549_at	Q80VI4	Mus musculus	arginase, liver
1419549_at	Q3TB74	Mus musculus	arginase, liver
1455976_x_at	Q3ULV8	Mus musculus	diazepam binding inhibitor
1455976_x_at	P31786	Mus musculus	diazepam binding inhibitor
1455976_x_at	Q548W7	Mus musculus	diazepam binding inhibitor
1455976_x_at	Q4VWZ5	Mus musculus	diazepam binding inhibitor
1417113_at	Q3V0Z2	Mus musculus	germ cell-less homolog 1 (Drosophila)
1417113_at	Q3U2J9	Mus musculus	germ cell-less homolog 1 (Drosophila)
1417113_at	Q9QZU0	Mus musculus	germ cell-less homolog 1 (Drosophila)
1417113_at	Q9QUP6	Mus musculus	germ cell-less homolog 1 (Drosophila)
1417113_at	Q3UID6	Mus musculus	germ cell-less homolog 1 (Drosophila)
1417113_at	Q9DBW5	Mus musculus	germ cell-less homolog 1 (Drosophila)
1417113_at	Q920G9	Mus musculus	germ cell-less homolog 1 (Drosophila)
1424976_at	Q8VDU1	Mus musculus	ras homolog gene family, member V
1423522_at	Q3TAH3	Mus musculus	nucleoplasmin 3; nucleoplasmin 3, pseudogene 1
1423522_at	Q9CPP0	Mus musculus	nucleoplasmin 3; nucleoplasmin 3, pseudogene 1
1423522_at	Q3UJ58	Mus musculus	nucleoplasmin 3; nucleoplasmin 3, pseudogene 1
1451021_a_at	Q923C0	Mus musculus	Kruppel-like factor 5
1451021_a_at	Q9JMI2	Mus musculus	Kruppel-like factor 5
1451021_a_at	Q9Z0Z7	Mus musculus	Kruppel-like factor 5
1449387_at	Q9D7C4	Mus musculus	keratin 33A
1449387_at	Q8K0Y2	Mus musculus	keratin 33A
1417837_at	O08969	Mus musculus	pleckstrin homology-like domain, family A, member 2
1417585_at	Q8C5C6	Mus musculus	nucleoporin 210
1417585_at	Q3U031	Mus musculus	nucleoporin 210
1417585_at	Q9QY81	Mus musculus	nucleoporin 210
1417585_at	Q7TQM1	Mus musculus	nucleoporin 210
1417585_at	Q8BPS7	Mus musculus	nucleoporin 210
1417585_at	Q69ZW2	Mus musculus	nucleoporin 210
1449940_a_at	Q61748	Mus musculus	eukaryotic translation initiation factor 2B, subunit 4 delta
1449940_a_at	Q3TYW7	Mus musculus	eukaryotic translation initiation factor 2B, subunit 4 delta
1449940_a_at	Q61749	Mus musculus	eukaryotic translation initiation factor 2B, subunit 4 delta
1449940_a_at	Q8VC35	Mus musculus	eukaryotic translation initiation factor 2B, subunit 4 delta
1452957_at	Q9D7P0	Mus musculus	keratin associated protein 3-3; keratin associated protein 3-2
1452957_at	Q9CPW1	Mus musculus	keratin associated protein 3-3; keratin associated protein 3-2
1452957_at	Q9D638	Mus musculus	keratin associated protein 3-3; keratin associated protein 3-2
1419215_at	Q3TYQ9	Mus musculus	aldehyde oxidase 4
1419215_at	Q148T8	Mus musculus	aldehyde oxidase 4
1419215_at	Q9ES55	Mus musculus	aldehyde oxidase 4
1419215_at	Q8VI17	Mus musculus	aldehyde oxidase 4
1417374_at	P68368	Mus musculus	tubulin, alpha 4A
1417374_at	Q3TY31	Mus musculus	tubulin, alpha 4A
1417374_at	P05215	Mus musculus	tubulin, alpha 4A
